Collection,ID,Title,Description,Source,URL,Deadline
grants.gov,141953,OJJDP FY 2012 Membership Support Services for Nonprofit Missing Children&#146;s Organizations,OJJDP FY 2012 Membership Support Services for Nonprofit Missing Children&#146;s Organizations,grants.gov,,03192012
grants.gov,141954,Strengthening HIV Testing  Care and Support Services in Addis Ababa City of the Federal Democratic Republic of Ethiopia under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),Strengthening HIV Testing  Care and Support Services in Addis Ababa City of the Federal Democratic Republic of Ethiopia under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),grants.gov,,04242012
grants.gov,141973,National Strategy for Trusted Identities in Cyberspace (NSTIC) Pilot Grant Program,National Strategy for Trusted Identities in Cyberspace (NSTIC) Pilot Grant Program,grants.gov,,
grants.gov,141993,NU-HITES,NU-HITES,grants.gov,,03162012
grants.gov,142013,USDA-FNS-ART2-FY2012,USDA-FNS-ART2-FY2012,grants.gov,,05012012
grants.gov,142014,Conservation Innovation Grants,Conservation Innovation Grants,grants.gov,,03302012
grants.gov,142034,"Strengthening Systems, Capacity, and Data Collection with a Focus on Strategic Information in South Sudan under the Presidents Emergency Plan for AIDS Relief (PEPFAR)","Strengthening Systems, Capacity, and Data Collection with a Focus on Strategic Information in South Sudan under the Presidents Emergency Plan for AIDS Relief (PEPFAR)",grants.gov,,04022012
grants.gov,142053,CSU CIRA Air quality data analysis and image display techniques,CSU CIRA Air quality data analysis and image display techniques,grants.gov,,02062012
grants.gov,142073,Conduct Cultural Landscape Preservation Field School at Acadia National Park,Conduct Cultural Landscape Preservation Field School at Acadia National Park,grants.gov,,02072012
grants.gov,142074,Engaging Local Indigenous Organizations in Improving Quality and Efficiency of HIV Care and Treatment Services in Ukraine under the Presidents Emergency Plan for HIV/AIDS Relief (PEPFAR),Engaging Local Indigenous Organizations in Improving Quality and Efficiency of HIV Care and Treatment Services in Ukraine under the Presidents Emergency Plan for HIV/AIDS Relief (PEPFAR),grants.gov,,04162012
grants.gov,142075,Advanced Manufacturing Program and Building Technologies Program Superior Energy Performance Program Administrator,Advanced Manufacturing Program and Building Technologies Program Superior Energy Performance Program Administrator,grants.gov,,03212012
grants.gov,142093,Multidisciplinary University Research Initiative: High Operating Temperature Fluids,Multidisciplinary University Research Initiative: High Operating Temperature Fluids,grants.gov,,04192012
grants.gov,142113,Biomedical and Behavioral Research Innovations to Ensure Equity (BRITE) in Maternal and Child Health (R15),Biomedical and Behavioral Research Innovations to Ensure Equity (BRITE) in Maternal and Child Health (R15),grants.gov,,11012013
grants.gov,142133,Fuel Cell Technologies Early Market Opportunities - RFI,Fuel Cell Technologies Early Market Opportunities - RFI,grants.gov,,03092012
grants.gov,142134,Wildlife Without Borders Amphibians in Decline,Wildlife Without Borders Amphibians in Decline,grants.gov,,05012012
grants.gov,142135,Marine Turtle Conservation Fund,Marine Turtle Conservation Fund,grants.gov,,04012012
grants.gov,142136,Basic Cancer Research in Cancer Health Disparities (U01),Basic Cancer Research in Cancer Health Disparities (U01),grants.gov,,11202014
grants.gov,142137,Exploratory/Developmental Grants Program for Basic Cancer Research in Cancer Health Disparities (R21),Exploratory/Developmental Grants Program for Basic Cancer Research in Cancer Health Disparities (R21),grants.gov,,11202014
grants.gov,142138,Establishment of an expanded Caribbean HIV/AIDS monitoring and evaluation technical assistance unit within the Caribbean Health Research Council (CHRC)  under the President&#239;&#191;&#189;s Emergency Plan for AIDS Relief (PEPFAR,Establishment of an expanded Caribbean HIV/AIDS monitoring and evaluation technical assistance unit within the Caribbean Health Research Council (CHRC)  under the President&#239;&#191;&#189;s Emergency Plan for AIDS Relief (PEPFAR,grants.gov,,04022012
grants.gov,142153,Exploratory Grant Award to Promote Workforce Diversity in Basic Cancer Research (R21),Exploratory Grant Award to Promote Workforce Diversity in Basic Cancer Research (R21),grants.gov,,11202014
grants.gov,142173,Planning Grant - The Money Follows the Person Rebalancing Demonstration Program,Planning Grant - The Money Follows the Person Rebalancing Demonstration Program,grants.gov,,03062012
grants.gov,142193,Salt Loading Studies,Salt Loading Studies,grants.gov,,02172012
grants.gov,142194,"W.E.B. DuBois Fellowship for Research in Race, Gender, Culture and Crime FY 2012","W.E.B. DuBois Fellowship for Research in Race, Gender, Culture and Crime FY 2012",grants.gov,,05022012
grants.gov,142195,Develop and Test an Integrated Pest Management Plan for the Invasive European Fire Ant in Acadia National Park &#150; Year 2,Develop and Test an Integrated Pest Management Plan for the Invasive European Fire Ant in Acadia National Park &#150; Year 2,grants.gov,,02082012
grants.gov,142196,NIJ Ph.D. Graduate Research Fellowship Program,NIJ Ph.D. Graduate Research Fellowship Program,grants.gov,,05022012
grants.gov,142213,FY12 Region 6 Wetland Program Development Grants,FY12 Region 6 Wetland Program Development Grants,grants.gov,,03232012
grants.gov,142233,Accelerating the Deployment of Energy Efficient and Renewable Energy Technologies in Indonesia,Accelerating the Deployment of Energy Efficient and Renewable Energy Technologies in Indonesia,grants.gov,,05032012
grants.gov,142253,Tourism for Biodiversity and Economic Growth,Tourism for Biodiversity and Economic Growth,grants.gov,,03202012
grants.gov,142293,Expanding Participation of People with Disabilities in USAID Activities andStrengthen the Capacities of Disabled People&apos;s Organizations (DPOs),Expanding Participation of People with Disabilities in USAID Activities andStrengthen the Capacities of Disabled People&apos;s Organizations (DPOs),grants.gov,,02272012
grants.gov,142313,Tribal Colleges Research Grants Program,Tribal Colleges Research Grants Program,grants.gov,,03142012
grants.gov,142314,Implementation of a Program to Build the Institutional,Implementation of a Program to Build the Institutional,grants.gov,,01222015
grants.gov,142315,Modeling Social Behavior (R01),Modeling Social Behavior (R01),grants.gov,,04032012
grants.gov,142333,PMWRA.FY12.Iraq.RSOI,PMWRA.FY12.Iraq.RSOI,grants.gov,,02292012
grants.gov,142334,Grand Challenges in Global Mental Health: Integrating Mental Health into Chronic Disease Care Provision in Low- and Middle-Income Countries (R01),Grand Challenges in Global Mental Health: Integrating Mental Health into Chronic Disease Care Provision in Low- and Middle-Income Countries (R01),grants.gov,,06202012
grants.gov,142335,"PRM NGO Projects in Thailand, Bangladesh and Malaysia","PRM NGO Projects in Thailand, Bangladesh and Malaysia",grants.gov,,03062012
grants.gov,142354,Increasing Human Resources for Health and Epidemiological Capacity in the Republic of Guyana through a University Training Program under the Presidents Emergency Plan for AIDS Relief (PEPFAR),Increasing Human Resources for Health and Epidemiological Capacity in the Republic of Guyana through a University Training Program under the Presidents Emergency Plan for AIDS Relief (PEPFAR),grants.gov,,04172012
grants.gov,142373,Lower American River Juvenile Salmonid Monitoring Project,Lower American River Juvenile Salmonid Monitoring Project,grants.gov,,03092012
grants.gov,142374,"Floodplain Restoration Identification and Implementation on the Stanislaus River, CA.","Floodplain Restoration Identification and Implementation on the Stanislaus River, CA.",grants.gov,,03092012
grants.gov,142393,A Day in the Life of Afghanistan&#146;s Regions,A Day in the Life of Afghanistan&#146;s Regions,grants.gov,,03052012
grants.gov,142413,"Effective Communication for People with Disabilities: Before, During, and After Emergencies","Effective Communication for People with Disabilities: Before, During, and After Emergencies",grants.gov,,03082012
grants.gov,142433,Power Efficiency Revolution For Embedded Computing Technologies (PERFECT),Power Efficiency Revolution For Embedded Computing Technologies (PERFECT),grants.gov,,04302012
grants.gov,142453,PMWRA.FY12.Angola.RSOI,PMWRA.FY12.Angola.RSOI,grants.gov,,02172012
grants.gov,142454,PMWRA.FY12.Afghanistan.RFP,PMWRA.FY12.Afghanistan.RFP,grants.gov,,02242012
grants.gov,142473,Sober Truth on Preventing Underage Drinking Act Grants,Sober Truth on Preventing Underage Drinking Act Grants,grants.gov,,03292012
grants.gov,142493,"Improving Quality of Care and Health Impact through Sustainable, Integrated, Innovative Information System Technologies in Malawi under the President&#239;&#191;&#189;s Emergency Plan for AIDS Relief (PEPFAR)","Improving Quality of Care and Health Impact through Sustainable, Integrated, Innovative Information System Technologies in Malawi under the President&#239;&#191;&#189;s Emergency Plan for AIDS Relief (PEPFAR)",grants.gov,,04162012
grants.gov,142513,USAID&#146;s Agro-Inputs Project in Bangladesh,USAID&#146;s Agro-Inputs Project in Bangladesh,grants.gov,,04032012
grants.gov,142533,Developing The Next Generation of Public Health Experts in Bangladesh,Developing The Next Generation of Public Health Experts in Bangladesh,grants.gov,,04162012
grants.gov,142553,Awards for Faculty,Awards for Faculty,grants.gov,,04172012
grants.gov,142573,F12AS0063,F12AS0063,grants.gov,,02132012
grants.gov,142593,Transformation Initiative: Choice Neighborhoods Demonstration Small Research Grant Program,Transformation Initiative: Choice Neighborhoods Demonstration Small Research Grant Program,grants.gov,,03272012
grants.gov,142613,The Western Alaska Landscape Conservation Cooperative (WALCC) 2012 Request for Project Proposals,The Western Alaska Landscape Conservation Cooperative (WALCC) 2012 Request for Project Proposals,grants.gov,,03012012
grants.gov,142614,Office of Elementary and Secondary Education (OESE): Office of Indian Education (OIE): Professional Development Grant Program CFDA Number 84.299B,Office of Elementary and Secondary Education (OESE): Office of Indian Education (OIE): Professional Development Grant Program CFDA Number 84.299B,grants.gov,,03082012
grants.gov,142633,Ancillary Studies in PREDICT-HD (U01),Ancillary Studies in PREDICT-HD (U01),grants.gov,,08142013
grants.gov,142653,Ancillary Domain Validation Patient-Reported Outcomes Measurement Information System (PROMIS) Studies (R01),Ancillary Domain Validation Patient-Reported Outcomes Measurement Information System (PROMIS) Studies (R01),grants.gov,,04102012
grants.gov,142673,"Phased Services Research Studies of Drug Use Prevention, Addiction Treatment, and HIV in an Era of Health Care Reform (R21/R33)","Phased Services Research Studies of Drug Use Prevention, Addiction Treatment, and HIV in an Era of Health Care Reform (R21/R33)",grants.gov,,08222012
grants.gov,142693,National Forum for State and Territorial Chief Executives,National Forum for State and Territorial Chief Executives,grants.gov,,03072012
grants.gov,142713,"Emergency Stabilization and Rehabilitation Program, Boise ID","Emergency Stabilization and Rehabilitation Program, Boise ID",grants.gov,,03042012
grants.gov,142733,National Sea Grant College Program Special Projects 2012,National Sea Grant College Program Special Projects 2012,grants.gov,,06302012
grants.gov,142734,Clean Fuels Grant Program: Solicitation of Project Proposals,Clean Fuels Grant Program: Solicitation of Project Proposals,grants.gov,,04052012
grants.gov,142735,FY 13 Communications and Networking Discovery and Invention,FY 13 Communications and Networking Discovery and Invention,grants.gov,,06292012
grants.gov,142736,State of Good Repair Initiative: Solicitation of Project Proposals,State of Good Repair Initiative: Solicitation of Project Proposals,grants.gov,,03222012
grants.gov,142753,Reduce the Incidence and Mitigate the Impact of HIV/AIDS in Mali under the President&#239;&#191;&#189;s Emergency Plan for AIDS Relief (PEPFAR),Reduce the Incidence and Mitigate the Impact of HIV/AIDS in Mali under the President&#239;&#191;&#189;s Emergency Plan for AIDS Relief (PEPFAR),grants.gov,,05092012
grants.gov,142754,Bus and Bus Facilities Livability Initiative: Solicitation of Project Proposals,Bus and Bus Facilities Livability Initiative: Solicitation of Project Proposals,grants.gov,,03292012
grants.gov,142773,Technical Assistance to The Ministry of Health (MOH) for HIV Services and Program Transition in Zambezia Province of the Republic of Mozambique under the Presidents Emergency Plan for AIDS Relief (PEPFAR),Technical Assistance to The Ministry of Health (MOH) for HIV Services and Program Transition in Zambezia Province of the Republic of Mozambique under the Presidents Emergency Plan for AIDS Relief (PEPFAR),grants.gov,,04272012
grants.gov,142813,Watershed Rehabilitation and Sediment Source Control,Watershed Rehabilitation and Sediment Source Control,grants.gov,,03092012
grants.gov,142833,Conservation Innovation Grant - CA,Conservation Innovation Grant - CA,grants.gov,,05182012
grants.gov,142834,FY12 Region 04 Wetland Program Development Grants,FY12 Region 04 Wetland Program Development Grants,grants.gov,,03192012
